time,target_left_hip_yaw,target_left_hip_roll,target_left_hip_pitch,target_left_knee,target_left_ankle,target_neck_pitch,target_head_pitch,target_head_yaw,target_head_roll,target_right_hip_yaw,target_right_hip_roll,target_right_hip_pitch,target_right_knee,target_right_ankle,measured_left_hip_yaw,measured_left_hip_roll,measured_left_hip_pitch,measured_left_knee,measured_left_ankle,measured_neck_pitch,measured_head_pitch,measured_head_yaw,measured_head_roll,measured_right_hip_yaw,measured_right_hip_roll,measured_right_hip_pitch,measured_right_knee,measured_right_ankle,trunk_z_m
1.58,0.085492,-0.212418,-0.334114,-0.33995,0.316873,0.205385,0.251262,-0.027018,0.005335,0.079807,0.166389,0.272801,-0.262797,-0.500067,-0.00761,-0.095982,-0.491452,0.072015,0.487911,0.223904,0.342524,0.078966,0.017435,0.052337,0.007662,0.323812,0.091224,-0.250939,0.115456
1.6,0.076597,-0.074955,-0.354642,-0.420971,0.238863,0.255624,0.258553,-0.073963,-0.015717,0.079909,0.101585,0.267637,-0.363626,-0.499089,0.00199,-0.109322,-0.486012,0.021892,0.482377,0.223651,0.341098,0.079134,0.023054,0.059433,0.019038,0.306756,0.046692,-0.274474,0.116481
1.62,0.011055,0.016399,-0.384022,-0.480193,0.217525,0.29512,0.257891,-0.100068,-0.024804,0.059419,0.040182,0.289734,-0.402716,-0.527921,0.009837,-0.11727,-0.47562,-0.014361,0.459554,0.223526,0.340525,0.06945,0.024669,0.066655,0.039599,0.294565,-0.008473,-0.307401,0.118191
1.64,-0.022096,0.093593,-0.411281,-0.488228,0.235844,0.292001,0.287475,-0.119417,-0.042698,0.057406,-0.005641,0.334806,-0.384808,-0.541386,0.014443,-0.117027,-0.465875,-0.048517,0.419517,0.225131,0.339786,0.05251,0.023264,0.071779,0.059882,0.288102,-0.070692,-0.344429,0.119487
1.66,-0.042333,0.160748,-0.430073,-0.466444,0.255675,0.273479,0.323269,-0.129098,-0.060064,0.058323,-0.035742,0.400637,-0.325972,-0.527685,0.014321,-0.107091,-0.458233,-0.083222,0.374237,0.228915,0.339588,0.031006,0.018957,0.074401,0.07468,0.288256,-0.131846,-0.382159,0.120201
1.68,-0.049603,0.202031,-0.400682,-0.441694,0.310674,0.251663,0.346462,-0.142804,-0.068249,0.04679,-0.019417,0.482848,-0.211522,-0.507192,0.010456,-0.086354,-0.452652,-0.115742,0.330327,0.233459,0.34109,0.007343,0.011774,0.075057,0.081898,0.297162,-0.183401,-0.416536,0.120212
1.7,-0.059255,0.151906,-0.324515,-0.395586,0.390896,0.233612,0.334343,-0.145531,-0.073722,0.016488,0.101491,0.563953,-0.035854,-0.455513,0.003782,-0.055338,-0.446478,-0.142458,0.294825,0.237179,0.345496,-0.016645,0.002588,0.074734,0.08375,0.316971,-0.216624,-0.444371,0.119678
1.72,-0.064789,-0.085165,-0.247184,-0.269735,0.487906,0.237409,0.302021,-0.130861,-0.086563,0.018503,0.329782,0.565502,0.224936,-0.369025,-0.005073,-0.021528,-0.434754,-0.160074,0.275852,0.239099,0.351648,-0.039506,-0.00733,0.071978,0.087278,0.347884,-0.223221,-0.462406,0.118928
1.74,-0.04967,-0.240889,-0.252839,0.030988,0.548163,0.273702,0.272784,-0.085645,-0.071618,0.049183,0.348644,0.485559,0.3929,-0.377151,-0.014154,1.5e-05,-0.41519,-0.159933,0.270472,0.23929,0.356695,-0.06008,-0.017431,0.066551,0.103163,0.385561,-0.195654,-0.466825,0.118109
1.76,-0.081438,-0.170577,-0.349569,0.249879,0.552303,0.284595,0.245447,-0.034459,-0.016668,0.033784,0.229142,0.377591,0.378103,-0.325209,-0.021988,0.002155,-0.390098,-0.131264,0.274362,0.239831,0.357798,-0.076205,-0.026342,0.061236,0.130349,0.420835,-0.134877,-0.461773,0.116546
1.78,-0.118389,-0.104284,-0.366969,0.353815,0.556587,0.229502,0.257527,0.048516,-0.008136,-0.024589,0.168931,0.320313,0.390832,-0.192973,-0.03046,-0.010217,-0.367766,-0.07971,0.293125,0.244924,0.356743,-0.085553,-0.031914,0.056237,0.147098,0.43969,-0.072535,-0.457511,0.11635
1.8,-0.09912,-0.036937,-0.385456,0.414032,0.54112,0.208296,0.266821,0.132816,-0.005936,-0.044607,0.038789,0.323207,0.406199,-0.129434,-0.042598,-0.0311,-0.354817,-0.018988,0.326572,0.249774,0.354959,-0.085343,-0.033971,0.049364,0.152616,0.439825,-0.023732,-0.447351,0.118054
1.82,-0.038548,0.033226,-0.432087,0.414434,0.534919,0.209902,0.279601,0.167866,0.014954,-0.018099,-0.044406,0.299885,0.438979,-0.174218,-0.055983,-0.051609,-0.350098,0.048692,0.364759,0.249969,0.351707,-0.072006,-0.033749,0.039759,0.152388,0.431566,0.017273,-0.412675,0.119634
1.84,0.026723,0.070614,-0.504405,0.351245,0.548263,0.212385,0.290284,0.17407,0.034174,-0.003469,-0.082049,0.279489,0.453844,-0.277517,-0.06504,-0.065582,-0.353107,0.116485,0.401494,0.246397,0.348707,-0.047372,-0.031109,0.030534,0.145161,0.419661,0.052109,-0.361438,0.120574
1.86,0.071169,0.075007,-0.565692,0.209381,0.558204,0.221137,0.288291,0.168464,0.052093,0.022021,-0.154878,0.270203,0.4628,-0.394948,-0.065846,-0.070596,-0.365502,0.174883,0.434737,0.24076,0.347264,-0.016777,-0.025593,0.023811,0.129957,0.404979,0.082502,-0.311744,0.120823
1.88,0.071768,0.031049,-0.615018,-0.017161,0.53713,0.242287,0.275579,0.126714,0.060903,0.093214,-0.199537,0.256514,0.461218,-0.480159,-0.057906,-0.069284,-0.388372,0.213067,0.463926,0.234416,0.347064,0.014967,-0.017263,0.020997,0.105476,0.389059,0.106969,-0.274137,0.120525
1.9,0.038431,-0.102663,-0.612763,-0.248009,0.468892,0.260724,0.263895,0.074206,0.052493,0.144584,-0.062489,0.23747,0.397525,-0.531084,-0.043847,-0.065989,-0.420402,0.22016,0.487157,0.229061,0.347019,0.042673,-0.006956,0.024708,0.07104,0.372897,0.12572,-0.253661,0.119685
1.92,-0.000483,-0.252703,-0.463937,-0.355933,0.350904,0.24978,0.233285,0.062526,0.050315,0.094008,0.14351,0.205602,0.212536,-0.575967,-0.028549,-0.06697,-0.457221,0.190503,0.500176,0.225804,0.346895,0.062402,0.003207,0.035192,0.035618,0.356685,0.132757,-0.244241,0.118446
1.94,0.008312,-0.286006,-0.342506,-0.350833,0.293466,0.222633,0.23684,0.038625,0.040482,0.059795,0.221107,0.2367,-0.089266,-0.528254,-0.016308,-0.078704,-0.486211,0.130071,0.4982,0.224596,0.344818,0.074458,0.011738,0.046004,0.014076,0.337143,0.120259,-0.243667,0.11704
1.96,0.088325,-0.200526,-0.325751,-0.350486,0.324845,0.204157,0.251612,-0.034673,0.003908,0.082742,0.147755,0.28483,-0.281403,-0.498615,-0.007113,-0.098727,-0.497153,0.057995,0.483612,0.224501,0.340053,0.080317,0.01833,0.053198,0.011783,0.31454,0.083669,-0.251988,0.11543
1.98,0.066659,-0.062026,-0.368197,-0.426341,0.233036,0.268572,0.252477,-0.077148,-0.018207,0.076895,0.087244,0.270545,-0.366739,-0.500989,0.002348,-0.111918,-0.4905,0.010807,0.475603,0.223918,0.338933,0.079129,0.023557,0.060025,0.024928,0.298203,0.036271,-0.275862,0.11662
2.0,-0.007904,0.019048,-0.372377,-0.481643,0.221727,0.291044,0.26106,-0.100069,-0.024094,0.049648,0.037194,0.313904,-0.405542,-0.535752,0.009602,-0.119171,-0.480262,-0.023506,0.450604,0.223716,0.338406,0.068269,0.024762,0.06703,0.045063,0.287708,-0.020377,-0.308935,0.118348
2.02,-0.026536,0.091954,-0.422134,-0.472755,0.230991,0.29326,0.29043,-0.12156,-0.045976,0.061839,-0.009568,0.34318,-0.375949,-0.541447,0.012984,-0.117802,-0.469505,-0.057487,0.411858,0.225479,0.337759,0.050948,0.023133,0.071303,0.063994,0.284103,-0.082639,-0.346426,0.119591
2.04,-0.038422,0.160815,-0.431044,-0.460016,0.260557,0.270434,0.329976,-0.129986,-0.06239,0.061989,-0.039028,0.403914,-0.31483,-0.523018,0.012305,-0.107106,-0.461075,-0.089993,0.365853,0.229193,0.337679,0.029171,0.018543,0.073167,0.077195,0.287514,-0.142564,-0.384436,0.120215
2.06,-0.046706,0.194719,-0.385126,-0.439107,0.319829,0.244473,0.351405,-0.143953,-0.066889,0.041505,-0.015008,0.500281,-0.206327,-0.509176,0.008259,-0.085909,-0.454406,-0.120629,0.324008,0.233897,0.339783,0.005441,0.011032,0.073701,0.083034,0.298908,-0.191574,-0.418502,0.120228
2.08,-0.063587,0.137293,-0.321116,-0.384722,0.388165,0.238498,0.327675,-0.139823,-0.076372,0.019091,0.109848,0.56184,-0.017502,-0.454173,0.001316,-0.055021,-0.446377,-0.146029,0.292293,0.237496,0.345095,-0.01856,0.00174,0.073195,0.084164,0.320867,-0.221854,-0.445991,0.119759
2.1,-0.065299,-0.104971,-0.250945,-0.256017,0.489668,0.239399,0.296218,-0.125162,-0.091166,0.023579,0.335966,0.55775,0.233609,-0.359993,-0.00728,-0.021647,-0.433267,-0.161682,0.274259,0.239105,0.351507,-0.041087,-0.008298,0.07031,0.087644,0.353232,-0.225507,-0.463627,0.118953
2.12,-0.050391,-0.239022,-0.254293,0.041213,0.548167,0.275758,0.268746,-0.082067,-0.070595,0.050129,0.343393,0.489229,0.390847,-0.374723,-0.016068,-0.001344,-0.412848,-0.159502,0.269369,0.239345,0.356245,-0.060936,-0.018677,0.065233,0.103873,0.390968,-0.195168,-0.467209,0.118102
2.14,-0.083215,-0.164318,-0.353818,0.250743,0.553652,0.283561,0.245141,-0.034859,-0.014841,0.0325,0.229498,0.37665,0.372017,-0.325148,-0.023635,-0.000435,-0.387385,-0.128839,0.273713,0.240186,0.356933,-0.076223,-0.027727,0.060427,0.131147,0.425838,-0.132687,-0.461264,0.116512
2.16,-0.118509,-0.09899,-0.369699,0.352983,0.557007,0.22696,0.256171,0.049214,-0.008265,-0.026905,0.167393,0.321344,0.386309,-0.19529,-0.031965,-0.013369,-0.365229,-0.076071,0.292882,0.245399,0.355695,-0.084996,-0.033184,0.055726,0.14784,0.444322,-0.070308,-0.456529,0.116335
2.18,-0.097818,-0.034465,-0.390106,0.412237,0.542389,0.206096,0.265556,0.132261,-0.006684,-0.045607,0.041361,0.322827,0.40116,-0.131143,-0.04398,-0.034002,-0.352851,-0.015036,0.32666,0.250061,0.353837,-0.08461,-0.035058,0.048915,0.153452,0.444067,-0.021935,-0.44689,0.118067
2.2,-0.037164,0.035246,-0.433814,0.411216,0.535449,0.209887,0.277961,0.168701,0.01475,-0.018328,-0.04507,0.303099,0.432927,-0.172307,-0.057152,-0.05383,-0.348831,0.052321,0.36512,0.250037,0.350501,-0.071224,-0.034751,0.039469,0.153426,0.435096,0.018729,-0.413608,0.119676
2.22,0.027368,0.071931,-0.503629,0.346573,0.547925,0.212772,0.288818,0.1748,0.033998,-0.002467,-0.081993,0.283967,0.446843,-0.272795,-0.065868,-0.06701,-0.352398,0.1194,0.402041,0.246289,0.347389,-0.046538,-0.032007,0.030411,0.146345,0.422579,0.052962,-0.363221,0.120636
2.24,0.071732,0.075605,-0.563219,0.207056,0.558287,0.221645,0.286475,0.166291,0.051061,0.025639,-0.152793,0.273668,0.455829,-0.387354,-0.066338,-0.071313,-0.365209,0.176787,0.435335,0.240617,0.345829,-0.015846,-0.026358,0.024008,0.131287,0.407556,0.08257,-0.313769,0.120899
2.26,0.070603,0.031249,-0.611683,-0.014122,0.537378,0.241443,0.27402,0.1255,0.059211,0.094308,-0.196221,0.260451,0.454704,-0.471842,-0.05809,-0.069482,-0.388208,0.213977,0.464491,0.234389,0.345586,0.015798,-0.017941,0.021611,0.106941,0.391355,0.106411,-0.276074,0.120597
2.28,0.039469,-0.101407,-0.612177,-0.240457,0.471338,0.259911,0.262514,0.073253,0.050958,0.145459,-0.064768,0.240594,0.396463,-0.524575,-0.043884,-0.06581,-0.42006,0.220572,0.487671,0.22918,0.345533,0.043278,-0.007647,0.025707,0.072738,0.374982,0.124587,-0.255149,0.119755
2.3,0.001747,-0.252453,-0.468131,-0.352265,0.350576,0.251317,0.232128,0.060637,0.048875,0.096798,0.14256,0.212717,0.213574,-0.568111,-0.028532,-0.066506,-0.456543,0.191102,0.500774,0.226015,0.345363,0.062681,0.002431,0.036596,0.036621,0.35874,0.132021,-0.245803,0.118441
2.32,0.010219,-0.289398,-0.346617,-0.347697,0.291722,0.223253,0.236487,0.037045,0.040053,0.060988,0.223531,0.237173,-0.081624,-0.527053,-0.016107,-0.078206,-0.485628,0.13111,0.498855,0.224971,0.343284,0.074337,0.010839,0.047691,0.01418,0.339273,0.11977,-0.244555,0.117023
2.34,0.087451,-0.20276,-0.33174,-0.343504,0.321182,0.205832,0.251822,-0.0323,0.004271,0.081969,0.151245,0.2837,-0.275156,-0.497707,-0.006643,-0.09833,-0.496975,0.059327,0.484083,0.224918,0.338548,0.079766,0.017338,0.054966,0.011271,0.316604,0.083787,-0.252456,0.115439
2.36,0.08236,-0.070035,-0.367012,-0.418127,0.239371,0.263603,0.257208,-0.080077,-0.016996,0.082074,0.089582,0.26538,-0.361822,-0.498706,0.003559,-0.111386,-0.490263,0.011774,0.476309,0.224553,0.337376,0.078624,0.022584,0.061489,0.024146,0.300214,0.03717,-0.27598,0.116613
2.38,0.001855,0.016594,-0.368755,-0.480349,0.227113,0.290499,0.262625,-0.097847,-0.022531,0.051396,0.037958,0.308467,-0.403766,-0.532585,0.01214,-0.118629,-0.479727,-0.022559,0.452137,0.224425,0.337011,0.067753,0.023925,0.068397,0.04429,0.289232,-0.01868,-0.308673,0.11833
2.4,-0.018108,0.09119,-0.418949,-0.474472,0.233403,0.293369,0.289607,-0.121214,-0.044799,0.062868,-0.00879,0.338237,-0.377381,-0.540116,0.016823,-0.117568,-0.468687,-0.056179,0.414257,0.226054,0.336775,0.050426,0.022561,0.072788,0.063363,0.284792,-0.080352,-0.345723,0.119579
2.42,-0.038632,0.159835,-0.433442,-0.457299,0.252604,0.272473,0.325991,-0.127139,-0.062754,0.063172,-0.037464,0.400045,-0.31594,-0.521321,0.016474,-0.10728,-0.459931,-0.088919,0.37023,0.229763,0.337001,0.028705,0.018291,0.074923,0.07688,0.287212,-0.140004,-0.383402,0.120276
2.44,-0.042806,0.199607,-0.398717,-0.436836,0.312814,0.248618,0.348167,-0.14149,-0.069597,0.047527,-0.018695,0.484578,-0.203508,-0.502463,0.012603,-0.086461,-0.45358,-0.119196,0.327252,0.234334,0.339026,0.005075,0.010977,0.07554,0.082939,0.297753,-0.189267,-0.417216,0.12028
2.46,-0.058606,0.143476,-0.32725,-0.386461,0.38534,0.234946,0.330303,-0.1401,-0.076644,0.020116,0.105143,0.559933,-0.023919,-0.448567,0.005715,-0.055442,-0.446272,-0.145163,0.294839,0.23821,0.343964,-0.018587,0.001637,0.075295,0.084019,0.318394,-0.219841,-0.444217,0.119736
2.48,-0.063798,-0.098166,-0.252214,-0.261927,0.488642,0.237028,0.300496,-0.126945,-0.089713,0.021913,0.332235,0.561364,0.22846,-0.361355,-0.002745,-0.021732,-0.434047,-0.161001,0.275788,0.240016,0.350289,-0.040809,-0.008506,0.072607,0.087327,0.349721,-0.224093,-0.461215,0.11894
2.5,-0.05027,-0.240536,-0.253434,0.035087,0.549647,0.274651,0.273139,-0.084139,-0.070867,0.049266,0.346141,0.487579,0.392415,-0.377882,-0.01161,-0.000839,-0.414429,-0.159215,0.270097,0.240156,0.355346,-0.060543,-0.018866,0.067414,0.103214,0.387206,-0.194639,-0.464597,0.118105
2.52,-0.080681,-0.16727,-0.352284,0.250378,0.553876,0.28449,0.248032,-0.036641,-0.015058,0.034363,0.229218,0.373595,0.377627,-0.328664,-0.019532,0.000593,-0.389551,-0.129173,0.273934,0.240662,0.356496,-0.075912,-0.027858,0.062271,0.130341,0.422193,-0.132756,-0.458995,0.116526
2.54,-0.117474,-0.101839,-0.369124,0.353791,0.557546,0.228854,0.258876,0.047431,-0.00714,-0.025528,0.167809,0.31887,0.390188,-0.196268,-0.028251,-0.012102,-0.367561,-0.076819,0.292808,0.245605,0.355639,-0.084928,-0.033267,0.057292,0.146989,0.440795,-0.070213,-0.454775,0.116333
2.56,-0.098563,-0.036159,-0.389223,0.413554,0.543096,0.206694,0.267418,0.130901,-0.0065,-0.044326,0.040992,0.32091,0.404354,-0.129754,-0.040668,-0.03286,-0.354992,-0.015903,0.326454,0.250264,0.354137,-0.084743,-0.035063,0.050316,0.152493,0.440615,-0.021362,-0.445364,0.118033
2.58,-0.039239,0.034342,-0.43195,0.412615,0.535402,0.209265,0.279167,0.168046,0.014851,-0.017705,-0.044913,0.30168,0.437204,-0.170427,-0.054363,-0.053059,-0.350659,0.051553,0.364914,0.250377,0.351174,-0.071603,-0.034705,0.040775,0.152385,0.431684,0.019701,-0.412171,0.119633
2.6,0.026867,0.072089,-0.502846,0.348519,0.547396,0.21206,0.289428,0.173712,0.034453,-0.000856,-0.085232,0.281329,0.452927,-0.273615,-0.063758,-0.066614,-0.353845,0.118872,0.401871,0.246702,0.348337,-0.047088,-0.031929,0.031659,0.145259,0.419318,0.054289,-0.361541,0.120593
2.62,0.070284,0.075789,-0.565725,0.205803,0.556465,0.220416,0.287324,0.166932,0.051535,0.02484,-0.153184,0.270432,0.46149,-0.391202,-0.064887,-0.071274,-0.366213,0.176584,0.435171,0.241054,0.346924,-0.016592,-0.02624,0.025178,0.130047,0.404318,0.084522,-0.312141,0.120863
2.64,0.069646,0.030213,-0.617071,-0.019642,0.534463,0.241268,0.274775,0.127062,0.059425,0.093225,-0.195638,0.254943,0.459919,-0.476938,-0.057266,-0.069636,-0.388936,0.213946,0.464228,0.23478,0.346708,0.014972,-0.017776,0.022626,0.105438,0.388076,0.109204,-0.274952,0.120562
2.66,0.038128,-0.104493,-0.611586,-0.25162,0.466152,0.261999,0.260412,0.069916,0.051611,0.147688,-0.063301,0.237098,0.395721,-0.529337,-0.043646,-0.066036,-0.420867,0.220269,0.487156,0.229462,0.346658,0.04264,-0.00745,0.026559,0.071129,0.371691,0.127893,-0.254386,0.119715
2.68,0.000552,-0.253305,-0.463643,-0.356819,0.349795,0.248312,0.231375,0.060435,0.050142,0.093324,0.143527,0.202853,0.211645,-0.577888,-0.028633,-0.066947,-0.457671,0.189924,0.499758,0.226243,0.346427,0.062118,0.002677,0.03698,0.035911,0.355295,0.134536,-0.244032,0.118478
2.7,0.011525,-0.284775,-0.341862,-0.350444,0.295642,0.220539,0.237051,0.037717,0.040999,0.059702,0.219634,0.234877,-0.091426,-0.529191,-0.016503,-0.078709,-0.486552,0.12899,0.497434,0.224999,0.344126,0.073815,0.0112,0.047668,0.01448,0.335615,0.121886,-0.242859,0.117065
2.72,0.090777,-0.199586,-0.322539,-0.353705,0.328996,0.202039,0.252254,-0.035683,0.004635,0.083261,0.14605,0.284311,-0.283628,-0.499365,-0.007157,-0.098737,-0.497342,0.056775,0.482809,0.224879,0.339216,0.079398,0.017858,0.054643,0.012171,0.312836,0.085008,-0.25098,0.115447
2.74,0.067279,-0.061858,-0.365388,-0.429356,0.235745,0.267886,0.252964,-0.078435,-0.018343,0.077485,0.085347,0.271427,-0.367904,-0.501311,0.002545,-0.111314,-0.490361,0.009597,0.474985,0.224211,0.338088,0.078073,0.023246,0.061285,0.025585,0.296435,0.037247,-0.274965,0.116651
2.76,-0.000851,0.023189,-0.378554,-0.486858,0.225745,0.294185,0.262363,-0.102815,-0.025891,0.053324,0.033898,0.305965,-0.403088,-0.532625,0.009961,-0.118223,-0.480212,-0.023937,0.44894,0.223696,0.337694,0.067003,0.024555,0.068143,0.045661,0.286092,-0.019828,-0.308221,0.118388
2.78,-0.030642,0.097151,-0.414102,-0.483033,0.24155,0.29231,0.293309,-0.120938,-0.045147,0.055654,-0.010092,0.350641,-0.378168,-0.543978,0.013787,-0.116672,-0.470374,-0.057029,0.408535,0.22511,0.337339,0.049346,0.022868,0.072462,0.064284,0.282375,-0.082337,-0.345696,0.119603
2.8,-0.043768,0.16164,-0.427882,-0.462062,0.264985,0.270643,0.331029,-0.132099,-0.061705,0.05793,-0.036724,0.4142,-0.315737,-0.528178,0.013246,-0.105419,-0.462294,-0.090071,0.363518,0.228629,0.337677,0.027617,0.018266,0.074075,0.077175,0.28596,-0.1424,-0.383834,0.1202
2.82,-0.05618,0.188735,-0.388268,-0.429233,0.307379,0.247007,0.349174,-0.142808,-0.06758,0.044475,-0.0084,0.504569,-0.201556,-0.509687,0.00846,-0.083552,-0.455267,-0.122422,0.324923,0.233374,0.340169,0.004059,0.010842,0.074294,0.08282,0.298109,-0.1915,-0.418424,0.120168
2.84,-0.076396,0.130303,-0.327239,-0.369153,0.364307,0.242595,0.319264,-0.132941,-0.079726,0.027095,0.123135,0.556478,0.001322,-0.444816,-0.000423,-0.052243,-0.446145,-0.150362,0.297932,0.237735,0.345438,-0.019717,0.001627,0.073935,0.083952,0.320847,-0.221491,-0.446417,0.119624
2.86,-0.068145,-0.126499,-0.243255,-0.251427,0.506487,0.242031,0.292427,-0.118722,-0.094363,0.013695,0.35008,0.560426,0.253493,-0.351806,-0.010668,-0.019079,-0.433644,-0.162299,0.273102,0.239453,0.351273,-0.042197,-0.008593,0.071374,0.08834,0.354195,-0.224147,-0.463704,0.11878
2.88,-0.039567,-0.245002,-0.247629,0.0512,0.560713,0.270238,0.27343,-0.083295,-0.062672,0.037063,0.342369,0.481017,0.40601,-0.392568,-0.020617,0.000619,-0.41368,-0.157468,0.265042,0.23976,0.355351,-0.061346,-0.019261,0.066068,0.105713,0.392306,-0.1917,-0.466541,0.117851
2.9,-0.078081,-0.160747,-0.369365,0.258781,0.556446,0.28317,0.24081,-0.046949,-0.004215,0.043882,0.233184,0.362587,0.368565,-0.3231,-0.027923,0.000672,-0.386175,-0.127786,0.27532,0.241213,0.355835,-0.075517,-0.027964,0.060137,0.133687,0.426574,-0.12664,-0.461109,0.116313
2.92,-0.114332,-0.089827,-0.367657,0.377522,0.549228,0.231551,0.248415,0.053892,-0.010833,-0.00268,0.133611,0.337933,0.388812,-0.153619,-0.035442,-0.012015,-0.365472,-0.079139,0.301553,0.247288,0.355148,-0.084398,-0.032987,0.055237,0.145714,0.440868,-0.067871,-0.459925,0.11682
2.94,-0.093494,-0.024582,-0.392301,0.424471,0.539671,0.213917,0.264951,0.125381,-0.00801,-0.014331,0.030793,0.32758,0.400542,-0.108011,-0.046352,-0.032314,-0.354092,-0.01838,0.338232,0.252357,0.352084,-0.083997,-0.03426,0.050332,0.150027,0.439161,-0.018038,-0.447463,0.118338
2.96,-0.028302,0.039711,-0.441083,0.420983,0.541848,0.215308,0.277597,0.15363,0.01232,0.010891,-0.057052,0.299107,0.43454,-0.171895,-0.058238,-0.051606,-0.350766,0.05059,0.376974,0.253208,0.347683,-0.070918,-0.033855,0.044187,0.148561,0.429786,0.023504,-0.409239,0.119683
2.98,0.037839,0.074195,-0.512589,0.346258,0.55952,0.215022,0.28808,0.164656,0.035742,0.021656,-0.106721,0.282747,0.453674,-0.287742,-0.065237,-0.064118,-0.355276,0.119799,0.413296,0.250375,0.343961,-0.047616,-0.031321,0.038278,0.139697,0.416892,0.057757,-0.35442,0.120341
3.0,0.078817,0.071629,-0.578111,0.185373,0.567889,0.223889,0.285505,0.157266,0.056148,0.050005,-0.184174,0.275097,0.464124,-0.411252,-0.064164,-0.068214,-0.369292,0.178678,0.446112,0.245503,0.342219,-0.018832,-0.025844,0.034802,0.122106,0.401293,0.087088,-0.303591,0.120399
3.02,0.077775,-0.006481,-0.630217,-0.080403,0.543802,0.244056,0.278791,0.104906,0.063079,0.125566,-0.196585,0.253829,0.454681,-0.489187,-0.054492,-0.066669,-0.393766,0.215346,0.474929,0.239836,0.341954,0.01107,-0.017247,0.034605,0.094172,0.384905,0.111234,-0.267745,0.119902
3.04,0.034976,-0.151683,-0.591762,-0.293492,0.447499,0.258211,0.26355,0.063205,0.052239,0.137693,0.003474,0.227916,0.348451,-0.552836,-0.039103,-0.065041,-0.427569,0.217257,0.497604,0.234799,0.341931,0.036661,-0.006586,0.041024,0.056773,0.368699,0.12881,-0.24881,0.118855
3.06,-0.008519,-0.287802,-0.39639,-0.374637,0.334171,0.239966,0.235642,0.051644,0.047855,0.069966,0.187809,0.207993,0.126935,-0.575098,-0.023239,-0.069851,-0.464449,0.180687,0.508284,0.231538,0.341872,0.054685,0.003682,0.051782,0.023165,0.351538,0.130901,-0.240073,0.117547
3.08,0.050391,-0.24027,-0.352174,-0.339367,0.297704,0.218648,0.245829,0.007708,0.026241,0.064597,0.206175,0.250196,-0.18128,-0.504688,-0.011533,-0.085947,-0.488775,0.115004,0.502599,0.230148,0.339766,0.065859,0.012028,0.05995,0.007832,0.330037,0.111417,-0.242058,0.11609
3.1,0.096649,-0.142958,-0.33911,-0.391698,0.272269,0.230413,0.265584,-0.061273,6.2e-05,0.085974,0.145763,0.272065,-0.336455,-0.486963,-0.001084,-0.101846,-0.493186,0.051886,0.492774,0.229852,0.337462,0.070621,0.018809,0.065017,0.01078,0.309468,0.072296,-0.256809,0.115671
3.12,0.037605,-0.0221,-0.369026,-0.468936,0.225496,0.284798,0.258057,-0.090149,-0.017593,0.062266,0.067813,0.27645,-0.395349,-0.515786,0.008158,-0.111759,-0.48488,0.008939,0.478886,0.22937,0.337276,0.066422,0.023237,0.070357,0.028581,0.294825,0.021911,-0.285385,0.117352
3.14,-0.009665,0.043926,-0.393023,-0.486885,0.23049,0.299836,0.273544,-0.116123,-0.030343,0.053712,0.019413,0.317634,-0.400286,-0.541517,0.014463,-0.115053,-0.475241,-0.027795,0.44462,0.229526,0.337106,0.053515,0.023872,0.074667,0.05022,0.285713,-0.038719,-0.320817,0.1189
3.16,-0.030345,0.122649,-0.418954,-0.478846,0.256274,0.287885,0.312241,-0.127252,-0.051202,0.057456,-0.023127,0.367773,-0.359818,-0.539618,0.016616,-0.109958,-0.466692,-0.063518,0.398593,0.231614,0.337048,0.034867,0.021671,0.07635,0.068283,0.283663,-0.102427,-0.359351,0.11986
3.18,-0.040464,0.184581,-0.415492,-0.459483,0.292219,0.264435,0.345778,-0.139287,-0.065271,0.052098,-0.036802,0.44424,-0.282385,-0.523588,0.014881,-0.095105,-0.459692,-0.097644,0.352067,0.235331,0.338454,0.012959,0.016405,0.076525,0.079452,0.289389,-0.160367,-0.396895,0.12021
3.2,-0.053196,0.20032,-0.369274,-0.429154,0.343975,0.246973,0.347422,-0.14642,-0.073306,0.035029,0.017928,0.52389,-0.146945,-0.494878,0.009437,-0.069712,-0.452795,-0.128985,0.314523,0.239422,0.3428,-0.010129,0.008387,0.07642,0.083522,0.304736,-0.204209,-0.429607,0.120001
3.22,-0.070442,0.045395,-0.280574,-0.352669,0.426772,0.23812,0.318324,-0.132685,-0.082045,0.012287,0.194265,0.581444,0.081559,-0.418614,0.001545,-0.036021,-0.443821,-0.152322,0.286405,0.241929,0.349537,-0.032949,-0.001388,0.07495,0.084666,0.331119,-0.226189,-0.454495,0.119333
3.24,-0.060212,-0.200025,-0.243177,-0.138601,0.524453,0.257829,0.28595,-0.108747,-0.091979,0.042612,0.393153,0.518376,0.326556,-0.352892,-0.007709,-0.007526,-0.427498,-0.162688,0.273259,0.242739,0.356248,-0.053497,-0.011749,0.070477,0.091759,0.367112,-0.217758,-0.467369,0.118619
3.26,-0.055829,-0.215333,-0.279594,0.156187,0.549514,0.284129,0.260951,-0.0508,-0.044252,0.042048,0.269908,0.455392,0.396743,-0.357108,-0.016732,0.003907,-0.405001,-0.149595,0.270098,0.242799,0.35978,-0.070819,-0.022239,0.065044,0.113807,0.404686,-0.173626,-0.466863,0.117498
