time,target_left_hip_yaw,target_left_hip_roll,target_left_hip_pitch,target_left_knee,target_left_ankle,target_neck_pitch,target_head_pitch,target_head_yaw,target_head_roll,target_right_hip_yaw,target_right_hip_roll,target_right_hip_pitch,target_right_knee,target_right_ankle,measured_left_hip_yaw,measured_left_hip_roll,measured_left_hip_pitch,measured_left_knee,measured_left_ankle,measured_neck_pitch,measured_head_pitch,measured_head_yaw,measured_head_roll,measured_right_hip_yaw,measured_right_hip_roll,measured_right_hip_pitch,measured_right_knee,measured_right_ankle,trunk_z_m
1.44,0.119132,-0.230147,-0.409101,-0.07396,0.430304,0.339112,0.289782,0.026635,-0.02376,0.096039,0.199623,0.467301,0.137174,-0.518103,0.107968,-0.080085,-0.41159,0.047367,0.39684,0.343395,0.351752,0.025109,-0.018958,0.101314,0.094104,0.497273,-0.041126,-0.475538,0.115781
1.46,0.118322,-0.226774,-0.406442,-0.07042,0.426288,0.337387,0.292344,0.028819,-0.022916,0.0937,0.197765,0.463357,0.133487,-0.529271,0.107982,-0.079992,-0.411582,0.04745,0.396827,0.343341,0.351749,0.025132,-0.018955,0.101325,0.094446,0.497337,-0.040604,-0.47525,0.11574
1.48,0.119896,-0.227348,-0.410409,-0.072573,0.426947,0.34146,0.290397,0.025462,-0.02249,0.095738,0.198117,0.464251,0.142416,-0.520706,0.107982,-0.080021,-0.411755,0.047463,0.39676,0.343227,0.351768,0.025148,-0.01896,0.101318,0.094475,0.497325,-0.041527,-0.474301,0.115738
1.5,0.119487,-0.228891,-0.409562,-0.072939,0.427972,0.340055,0.289141,0.025887,-0.022618,0.096044,0.199247,0.466068,0.138987,-0.517592,0.107995,-0.080032,-0.411685,0.047383,0.396883,0.343342,0.351756,0.025151,-0.018961,0.10132,0.094321,0.49729,-0.041493,-0.474854,0.115773
1.52,0.119317,-0.230268,-0.409096,-0.074253,0.431027,0.339285,0.289755,0.026654,-0.023872,0.096238,0.199163,0.467452,0.137971,-0.517798,0.108005,-0.080058,-0.411673,0.047352,0.396858,0.343405,0.351739,0.025151,-0.018962,0.101339,0.094143,0.497257,-0.041298,-0.475535,0.115777
1.54,0.118182,-0.227609,-0.405156,-0.07167,0.424687,0.338102,0.28855,0.02979,-0.02324,0.093076,0.198932,0.466083,0.132228,-0.518681,0.108021,-0.07998,-0.411569,0.047415,0.396856,0.343406,0.351728,0.025169,-0.01896,0.101352,0.094345,0.497277,-0.04048,-0.475876,0.115749
1.56,0.119261,-0.226228,-0.409776,-0.071553,0.429399,0.338813,0.292789,0.026302,-0.022398,0.095492,0.198037,0.462839,0.140786,-0.52923,0.10802,-0.079998,-0.41175,0.047446,0.396613,0.343253,0.351737,0.025205,-0.018965,0.101343,0.094499,0.497303,-0.041508,-0.474222,0.11573
1.58,0.120193,-0.228982,-0.409573,-0.072949,0.427192,0.34184,0.289025,0.02567,-0.022711,0.095872,0.198869,0.464995,0.142233,-0.516567,0.108028,-0.08001,-0.411705,0.047406,0.39672,0.343268,0.351733,0.025211,-0.018966,0.101341,0.094371,0.49726,-0.041716,-0.474694,0.115762
1.6,0.119212,-0.230214,-0.409405,-0.074449,0.430722,0.339443,0.289517,0.026542,-0.023202,0.096301,0.199406,0.467677,0.137372,-0.517443,0.108039,-0.080033,-0.411665,0.047385,0.396757,0.343309,0.351719,0.025211,-0.018968,0.101356,0.094194,0.497228,-0.041549,-0.47551,0.115774
1.62,0.118232,-0.228325,-0.40663,-0.072452,0.426896,0.33848,0.290166,0.028258,-0.023178,0.094166,0.199112,0.465536,0.133869,-0.522232,0.108047,-0.080035,-0.411625,0.047461,0.39677,0.343319,0.351712,0.025225,-0.018966,0.101376,0.094195,0.497317,-0.041144,-0.475369,0.115758
1.64,0.119071,-0.228378,-0.410067,-0.072351,0.427627,0.339726,0.290941,0.026056,-0.023126,0.095127,0.200208,0.464231,0.140143,-0.522461,0.10805,-0.080043,-0.411589,0.047509,0.396734,0.343312,0.351713,0.025244,-0.018968,0.101378,0.094154,0.497373,-0.041312,-0.474746,0.115761
1.66,0.119779,-0.230676,-0.409432,-0.073136,0.429701,0.339955,0.289826,0.026694,-0.023681,0.095681,0.200574,0.46554,0.140191,-0.518598,0.108056,-0.08006,-0.41155,0.047495,0.396714,0.343339,0.351704,0.025247,-0.018972,0.101385,0.094012,0.497344,-0.04124,-0.475215,0.115771
1.68,0.120067,-0.230365,-0.407281,-0.07388,0.428466,0.339546,0.286953,0.029076,-0.022784,0.093907,0.201276,0.466475,0.135812,-0.512294,0.10807,-0.080033,-0.411511,0.047577,0.396681,0.343359,0.351693,0.025257,-0.018973,0.101395,0.094083,0.497327,-0.040567,-0.475938,0.115748
1.7,0.118503,-0.22618,-0.409012,-0.06969,0.427362,0.337345,0.294598,0.026641,-0.021617,0.094556,0.199061,0.461191,0.137169,-0.536119,0.10808,-0.080016,-0.411691,0.047609,0.396612,0.343265,0.351696,0.025316,-0.018972,0.101392,0.094362,0.497386,-0.041206,-0.474036,0.115728
1.72,0.120659,-0.229025,-0.410383,-0.072972,0.426769,0.342701,0.288883,0.025115,-0.022707,0.095678,0.199253,0.464235,0.144528,-0.515558,0.108084,-0.080039,-0.411672,0.047487,0.396652,0.34327,0.351703,0.02532,-0.018972,0.101385,0.094288,0.49731,-0.041533,-0.474229,0.115754
1.74,0.119085,-0.230155,-0.409671,-0.073998,0.429792,0.339336,0.289157,0.02633,-0.022651,0.096344,0.19993,0.467477,0.136583,-0.517566,0.108097,-0.080056,-0.411582,0.047442,0.396688,0.343345,0.35169,0.025318,-0.018973,0.101397,0.094127,0.497274,-0.04131,-0.475065,0.115774
1.76,0.119454,-0.229666,-0.407375,-0.074313,0.428773,0.339142,0.287131,0.028225,-0.022886,0.094066,0.200194,0.467129,0.135049,-0.512283,0.108111,-0.080007,-0.411499,0.047515,0.396675,0.343398,0.351671,0.025325,-0.018968,0.101412,0.094202,0.497261,-0.04052,-0.475787,0.115754
1.78,0.118543,-0.226066,-0.408619,-0.070166,0.428103,0.337594,0.294189,0.026651,-0.021926,0.09502,0.19795,0.461939,0.137107,-0.53533,0.108117,-0.079973,-0.411694,0.047568,0.396601,0.343278,0.351674,0.025359,-0.018966,0.101412,0.094475,0.497324,-0.041168,-0.4739,0.115727
1.8,0.12046,-0.228465,-0.410027,-0.072919,0.426242,0.342562,0.28894,0.025057,-0.022769,0.095573,0.198968,0.464101,0.144074,-0.516135,0.108123,-0.079986,-0.4117,0.047473,0.396765,0.343281,0.351678,0.025363,-0.018966,0.101406,0.09438,0.497298,-0.041433,-0.474084,0.115759
1.82,0.11936,-0.230194,-0.409194,-0.074433,0.430907,0.339672,0.288994,0.026607,-0.022987,0.096623,0.198835,0.467976,0.137229,-0.517009,0.108132,-0.080014,-0.411688,0.047426,0.396776,0.343314,0.351667,0.025356,-0.018968,0.101419,0.094211,0.49726,-0.041314,-0.47498,0.11577
1.84,0.119372,-0.228571,-0.407477,-0.07347,0.426633,0.339464,0.286962,0.02794,-0.022749,0.093864,0.200286,0.466744,0.134655,-0.511942,0.108149,-0.07996,-0.411514,0.04744,0.39685,0.343348,0.351646,0.025368,-0.018963,0.101434,0.094274,0.497256,-0.04036,-0.475733,0.115761
1.86,0.118527,-0.225816,-0.408589,-0.070076,0.429023,0.337029,0.294595,0.026876,-0.021934,0.095008,0.197705,0.461624,0.13759,-0.536287,0.108154,-0.07995,-0.411722,0.047461,0.396705,0.343243,0.351647,0.025395,-0.018962,0.101433,0.094532,0.497298,-0.041046,-0.473785,0.115731
1.88,0.120473,-0.228587,-0.410059,-0.073173,0.426095,0.342955,0.288647,0.0251,-0.022634,0.095769,0.198519,0.464664,0.143875,-0.515069,0.108158,-0.07997,-0.411732,0.047427,0.396786,0.343243,0.351655,0.025396,-0.018963,0.101428,0.094436,0.49723,-0.041423,-0.474013,0.115756
1.9,0.118879,-0.229629,-0.409582,-0.074022,0.429611,0.339204,0.289051,0.026251,-0.022606,0.096383,0.199326,0.467799,0.136333,-0.517199,0.10817,-0.079988,-0.411643,0.047395,0.396843,0.343325,0.351641,0.025393,-0.018963,0.101441,0.094261,0.497198,-0.041208,-0.474896,0.115777
1.92,0.11926,-0.230212,-0.40903,-0.07507,0.431521,0.338966,0.289327,0.026853,-0.023351,0.095499,0.199385,0.467488,0.13605,-0.516034,0.108179,-0.079975,-0.41155,0.047427,0.396817,0.343384,0.351623,0.025398,-0.01896,0.101461,0.094181,0.497181,-0.040666,-0.475551,0.115773
1.94,0.118028,-0.226064,-0.406876,-0.069652,0.426642,0.33721,0.294551,0.027804,-0.022656,0.094126,0.197085,0.462129,0.134373,-0.535754,0.108187,-0.079911,-0.411714,0.047525,0.396777,0.343275,0.351629,0.025423,-0.018957,0.101469,0.094522,0.497277,-0.04075,-0.474396,0.115731
1.96,0.120396,-0.227585,-0.410161,-0.072495,0.425944,0.342317,0.289557,0.02525,-0.022934,0.095244,0.199033,0.463435,0.144519,-0.517438,0.108189,-0.07994,-0.411788,0.047444,0.396843,0.343242,0.351644,0.025429,-0.018961,0.101459,0.09446,0.497285,-0.041269,-0.474125,0.115754
1.98,0.119292,-0.22978,-0.409381,-0.073621,0.429446,0.339649,0.289183,0.02663,-0.022647,0.096258,0.199257,0.467018,0.137547,-0.517507,0.108198,-0.079965,-0.411724,0.047381,0.396865,0.343325,0.351635,0.025426,-0.018964,0.101465,0.09429,0.497256,-0.041113,-0.474841,0.115776
2.0,0.087928,-0.231292,-0.355769,-0.184619,0.570773,0.361006,0.249248,0.033057,0.020831,0.07532,0.193552,0.363026,0.158852,-0.661442,0.108209,-0.079974,-0.411671,0.047415,0.39686,0.343376,0.351618,0.02543,-0.018963,0.101482,0.094195,0.497237,-0.040623,-0.475474,0.115772
2.02,0.076059,-0.220027,-0.369294,-0.154267,0.530982,0.378377,0.21129,0.017436,0.013613,0.077826,0.184652,0.380946,0.130673,-0.608112,0.106787,-0.079951,-0.411191,0.045246,0.401126,0.3426,0.351177,0.025604,-0.016991,0.10131,0.094204,0.494418,-0.041289,-0.480032,0.115791
2.04,0.069152,-0.196252,-0.366599,-0.122808,0.536785,0.366188,0.232499,0.035696,-0.002075,0.068619,0.185211,0.396849,0.074567,-0.590529,0.103067,-0.080775,-0.41113,0.044065,0.404559,0.341209,0.348152,0.025657,-0.013448,0.10126,0.093642,0.490721,-0.045072,-0.482287,0.115763
2.06,0.061857,-0.166233,-0.361388,-0.094856,0.534295,0.365822,0.246033,0.041204,-0.009448,0.065589,0.174547,0.409067,0.044383,-0.567895,0.098248,-0.081422,-0.410742,0.045052,0.407314,0.340317,0.343447,0.025919,-0.010286,0.10044,0.093245,0.48653,-0.051094,-0.484556,0.11565
2.08,0.04917,-0.137952,-0.354561,-0.07136,0.536888,0.369325,0.252813,0.044007,-0.012783,0.061183,0.165708,0.428373,0.00671,-0.529442,0.093181,-0.081053,-0.408922,0.045691,0.413405,0.341109,0.338509,0.026455,-0.008492,0.098469,0.093308,0.480034,-0.05747,-0.492516,0.115582
2.1,0.0369,-0.129188,-0.349311,-0.053646,0.559043,0.365926,0.261719,0.052342,-0.011352,0.052197,0.159633,0.439051,-0.030432,-0.51674,0.087243,-0.080762,-0.406966,0.048993,0.41823,0.343144,0.334046,0.027286,-0.008057,0.096219,0.093706,0.47316,-0.066437,-0.499831,0.11545
2.12,0.022188,-0.116908,-0.346664,-0.02318,0.560885,0.365355,0.263289,0.058466,-0.008728,0.051638,0.150148,0.4445,-0.071354,-0.495946,0.08085,-0.079833,-0.40416,0.054935,0.426354,0.346648,0.33051,0.02916,-0.008006,0.092625,0.09405,0.466403,-0.077173,-0.504802,0.115266
2.14,0.012926,-0.108663,-0.341604,-0.006794,0.591255,0.368305,0.265087,0.063703,-0.002268,0.045297,0.145686,0.457214,-0.100689,-0.47973,0.074005,-0.079674,-0.400258,0.064304,0.435554,0.351777,0.327711,0.031632,-0.007992,0.088095,0.094444,0.459537,-0.089077,-0.510942,0.115098
2.16,0.00073,-0.103549,-0.333838,0.009458,0.610859,0.370696,0.260936,0.068407,0.005206,0.041074,0.140393,0.463989,-0.133087,-0.461886,0.066685,-0.079557,-0.395755,0.076065,0.446914,0.358307,0.325322,0.034851,-0.00795,0.083185,0.094824,0.452749,-0.102253,-0.517564,0.114893
2.18,-0.009131,-0.10257,-0.327093,0.023546,0.636245,0.371924,0.257291,0.074264,0.014011,0.033838,0.137612,0.468602,-0.162904,-0.453174,0.058688,-0.079502,-0.391373,0.090587,0.459596,0.365546,0.322993,0.038703,-0.007487,0.078131,0.095045,0.446608,-0.117128,-0.522545,0.114624
2.2,-0.017938,-0.104589,-0.320732,0.038341,0.662907,0.372772,0.253058,0.080436,0.023816,0.026482,0.134965,0.469405,-0.19182,-0.449196,0.049972,-0.079339,-0.387183,0.107987,0.473625,0.37287,0.320452,0.043168,-0.006105,0.072956,0.09496,0.441579,-0.133566,-0.524886,0.114268
2.22,-0.025577,-0.101815,-0.313287,0.057783,0.685872,0.374684,0.247871,0.084565,0.02961,0.020999,0.129016,0.470478,-0.220928,-0.440264,0.040468,-0.079088,-0.38321,0.127307,0.489942,0.379959,0.317632,0.048195,-0.003506,0.067773,0.094474,0.437453,-0.151915,-0.525257,0.113877
2.24,-0.031269,-0.09902,-0.303939,0.075448,0.717416,0.377387,0.244415,0.089084,0.036174,0.012163,0.121853,0.474436,-0.248463,-0.432918,0.030394,-0.078749,-0.380025,0.147558,0.507564,0.386593,0.314449,0.053398,0.000166,0.062533,0.094262,0.433365,-0.172826,-0.525298,0.113498
2.26,-0.038745,-0.094475,-0.293948,0.099509,0.745039,0.378801,0.241696,0.093113,0.042775,0.003293,0.111526,0.478242,-0.282605,-0.422085,0.020208,-0.078457,-0.377725,0.168687,0.526084,0.3925,0.31097,0.05858,0.004696,0.057022,0.09422,0.42941,-0.195986,-0.525278,0.113104
2.28,-0.045727,-0.088206,-0.286213,0.135023,0.765906,0.377349,0.243402,0.097838,0.048706,-0.007137,0.099158,0.480772,-0.325615,-0.407368,0.009952,-0.077948,-0.375758,0.190873,0.546298,0.397634,0.307324,0.063838,0.009954,0.051261,0.094169,0.425926,-0.221015,-0.524765,0.112676
2.3,-0.047347,-0.083392,-0.281518,0.174902,0.772115,0.368892,0.246668,0.096178,0.05311,-0.018769,0.08538,0.478704,-0.365066,-0.393327,-0.00062,-0.077354,-0.373726,0.214464,0.568681,0.402067,0.303756,0.06917,0.015735,0.045225,0.094034,0.422756,-0.248222,-0.522889,0.112195
2.32,-0.044888,-0.085027,-0.280204,0.216312,0.78397,0.35932,0.255848,0.094957,0.056826,-0.033099,0.073948,0.473727,-0.399166,-0.388734,-0.011005,-0.076062,-0.371458,0.239345,0.591483,0.405406,0.300547,0.074217,0.021776,0.038811,0.093811,0.419742,-0.278537,-0.519358,0.11162
2.34,-0.039725,-0.081707,-0.280606,0.261145,0.783296,0.347293,0.260332,0.092517,0.055003,-0.042258,0.061343,0.465611,-0.43113,-0.382663,-0.020875,-0.074594,-0.36834,0.265866,0.61524,0.40748,0.298274,0.07866,0.027868,0.031729,0.093718,0.416934,-0.311362,-0.514278,0.111001
2.36,-0.034283,-0.073031,-0.284661,0.314949,0.778717,0.335177,0.265173,0.092131,0.046512,-0.051135,0.049397,0.460409,-0.471695,-0.375422,-0.0298,-0.073267,-0.364306,0.293914,0.639583,0.408081,0.297091,0.082196,0.033535,0.024018,0.093444,0.414199,-0.346,-0.507947,0.110319
2.38,-0.024531,-0.061334,-0.292008,0.373823,0.767436,0.319104,0.270208,0.092188,0.033955,-0.063624,0.040307,0.459549,-0.525077,-0.361166,-0.03808,-0.073074,-0.359915,0.3246,0.664004,0.40792,0.296858,0.08462,0.037968,0.01601,0.092907,0.41131,-0.381749,-0.500446,0.109581
2.4,-0.015541,-0.046614,-0.302665,0.429979,0.751687,0.300503,0.279466,0.089213,0.018801,-0.073385,0.026244,0.452631,-0.567639,-0.352909,-0.04478,-0.073968,-0.354869,0.358236,0.68861,0.406908,0.29685,0.086289,0.040376,0.007496,0.09232,0.408637,-0.418796,-0.491374,0.108769
2.42,-0.007824,-0.029605,-0.312349,0.463447,0.746841,0.285994,0.287633,0.074136,0.003073,-0.076876,0.008952,0.436562,-0.575441,-0.368065,-0.048359,-0.075171,-0.34802,0.393582,0.713023,0.404667,0.296886,0.08753,0.040787,-0.001916,0.092191,0.407229,-0.457893,-0.480629,0.107876
2.44,-0.003044,-0.014117,-0.316779,0.488567,0.757496,0.287944,0.287278,0.061067,-0.008931,-0.074706,-0.002488,0.424809,-0.574862,-0.393223,-0.049035,-0.076127,-0.339988,0.429058,0.735719,0.400397,0.29733,0.087826,0.039589,-0.011953,0.092216,0.407024,-0.498049,-0.469694,0.106883
2.46,-0.002167,-0.001983,-0.32153,0.526527,0.761915,0.291883,0.278294,0.057669,-0.010798,-0.073895,-0.014384,0.422244,-0.603598,-0.399466,-0.048026,-0.076129,-0.331712,0.462879,0.755892,0.394127,0.298599,0.087042,0.036453,-0.02201,0.092205,0.407556,-0.538319,-0.460829,0.105801
2.48,-0.001184,0.009942,-0.334525,0.589861,0.738286,0.284141,0.270898,0.057713,-0.012562,-0.081143,-0.030066,0.426315,-0.66876,-0.379724,-0.04602,-0.076346,-0.324082,0.497129,0.77455,0.386825,0.300254,0.085116,0.031991,-0.031425,0.092061,0.409039,-0.576788,-0.454265,0.104737
2.5,0.004509,0.020093,-0.356967,0.658812,0.704605,0.265679,0.274054,0.039608,-0.02418,-0.092004,-0.045433,0.427447,-0.72542,-0.370227,-0.043553,-0.076695,-0.317693,0.533658,0.790214,0.37908,0.301278,0.082378,0.026943,-0.040342,0.091348,0.411611,-0.615025,-0.448197,0.103638
2.52,0.009623,0.029505,-0.386361,0.733953,0.669162,0.246863,0.276121,0.01293,-0.037311,-0.093507,-0.063453,0.428358,-0.775288,-0.366752,-0.040609,-0.077077,-0.313772,0.5743,0.800427,0.370484,0.301625,0.078244,0.021282,-0.04934,0.089563,0.415173,-0.654843,-0.441467,0.10244
2.54,0.013223,0.042507,-0.4272,0.827949,0.616402,0.226251,0.272242,-0.018828,-0.0427,-0.08639,-0.091311,0.434046,-0.837108,-0.353244,-0.036953,-0.077604,-0.313266,0.62041,0.803641,0.360274,0.301788,0.071469,0.014656,-0.058377,0.085954,0.419702,-0.696979,-0.434101,0.1011
2.56,0.015323,0.061538,-0.486255,0.967212,0.517336,0.198059,0.266527,-0.054404,-0.040591,-0.06964,-0.135165,0.449754,-0.940005,-0.307524,-0.032512,-0.078304,-0.317318,0.67325,0.799213,0.347777,0.301902,0.061003,0.007273,-0.066766,0.079708,0.425265,-0.742512,-0.425909,0.099546
2.58,0.015512,0.09227,-0.563617,1.176669,0.342902,0.152359,0.273777,-0.098604,-0.042222,-0.037175,-0.190491,0.479113,-1.098315,-0.209576,-0.027324,-0.079465,-0.327995,0.735746,0.783461,0.332615,0.301917,0.046053,-9.3e-05,-0.073502,0.069282,0.432374,-0.793926,-0.414813,0.097659
2.6,0.019798,0.150995,-0.6379,1.442619,0.04813,0.094649,0.30438,-0.139114,-0.018862,0.015658,-0.243135,0.530842,-1.325648,-0.031804,-0.021305,-0.080856,-0.347001,0.813454,0.749364,0.313973,0.301734,0.025952,-0.006992,-0.077311,0.054214,0.442065,-0.855608,-0.395698,0.095155
2.62,0.0544,0.263874,-0.679492,1.562276,-0.260443,0.088168,0.355622,-0.112447,0.018635,0.059661,-0.281627,0.574225,-1.47396,0.115882,-0.01382,-0.080671,-0.375061,0.912675,0.684935,0.290686,0.301865,0.000862,-0.011984,-0.077184,0.034152,0.455846,-0.934254,-0.360324,0.091594
2.64,0.11744,0.347796,-0.622365,1.362365,-0.257623,0.25169,0.455931,-0.065113,0.017133,0.07287,-0.263522,0.549555,-1.320329,0.0155,-0.00311,-0.069515,-0.413043,1.02806,0.57967,0.262637,0.305106,-0.024677,-0.013202,-0.071733,0.006679,0.474826,-1.031898,-0.304512,0.086426
2.66,0.140339,0.344378,-0.476996,1.119195,-0.098616,0.419398,0.507812,-0.108848,0.053334,0.0461,-0.215916,0.427156,-1.130292,-0.106432,0.011553,-0.036285,-0.454812,1.127207,0.447362,0.237283,0.319572,-0.045237,-0.012392,-0.060973,-0.034424,0.499969,-1.13895,-0.240898,0.079149
2.68,0.153584,0.374105,-0.374038,1.02668,0.0636,0.483415,0.445347,-0.017811,0.08723,0.065942,-0.274192,0.370954,-1.050389,-0.100807,0.035529,0.00268,-0.492832,1.208921,0.317176,0.220658,0.351995,-0.062097,-0.008903,-0.053848,-0.078521,0.527581,-1.23342,-0.183773,0.071246
2.7,0.121321,0.357204,-0.321718,1.029973,0.103237,0.52606,0.447392,0.091349,0.032914,0.060519,-0.256791,0.348737,-0.989552,-0.128586,0.068821,0.040084,-0.52627,1.278575,0.207977,0.20954,0.396946,-0.070995,-0.000714,-0.052325,-0.115122,0.553856,-1.308705,-0.134446,0.063873
2.72,0.013465,0.289446,-0.362245,1.079515,0.180936,0.357011,0.315629,0.067491,0.109221,-0.002718,-0.227837,0.40406,-1.122811,-0.1445,0.094902,0.07409,-0.536617,1.305387,0.131962,0.223215,0.444006,-0.070264,0.006873,-0.04097,-0.153835,0.548772,-1.344466,-0.101601,0.061051
2.74,-0.035157,0.24325,-0.398301,1.090143,0.177864,0.302876,0.261734,0.041328,0.10252,-0.001824,-0.214431,0.438545,-1.179974,-0.155108,0.10483,0.107055,-0.52764,1.299247,0.090638,0.248868,0.472196,-0.06135,0.016147,-0.027651,-0.191431,0.522779,-1.344556,-0.086576,0.059518
2.76,0.029207,0.206221,-0.416519,1.031985,0.173788,0.313001,0.247633,0.069786,0.107599,0.022364,-0.167805,0.436949,-1.170215,-0.088472,0.108489,0.131963,-0.521305,1.307826,0.068462,0.263787,0.482093,-0.045444,0.028625,-0.020175,-0.210221,0.501191,-1.334472,-0.081866,0.058738
2.78,0.030241,0.126175,-0.419586,1.094422,0.171079,0.324789,0.228776,-0.005471,0.045438,0.024505,-0.123226,0.444941,-1.212052,-0.107261,0.109343,0.157262,-0.509558,1.313847,0.059716,0.274273,0.477561,-0.024666,0.043485,-0.016512,-0.211257,0.486556,-1.316614,-0.081072,0.05906
2.8,0.053654,0.084823,-0.422864,1.126433,0.167912,0.332267,0.244761,-0.059208,0.010644,0.018731,-0.097021,0.438045,-1.200838,-0.129979,0.109196,0.177578,-0.498569,1.316403,0.058671,0.281077,0.462355,-0.006987,0.055083,-0.013358,-0.20209,0.477624,-1.301066,-0.08125,0.059252
2.82,0.067833,0.066279,-0.441007,1.148928,0.158006,0.347516,0.27422,-0.062306,0.002416,0.015523,-0.083328,0.421641,-1.191192,-0.13111,0.107912,0.189721,-0.489254,1.31779,0.061168,0.28431,0.442944,0.002227,0.059851,-0.009692,-0.188762,0.475496,-1.296712,-0.082242,0.059287
2.84,0.076097,0.057311,-0.461108,1.166593,0.149111,0.358868,0.298214,-0.036755,-0.003656,0.011386,-0.068565,0.414821,-1.184875,-0.133624,0.105278,0.196383,-0.48073,1.318891,0.065183,0.286331,0.424574,0.003987,0.059561,-0.004309,-0.176151,0.476437,-1.298045,-0.08372,0.059149
2.86,0.083075,0.057434,-0.477081,1.180168,0.140814,0.362989,0.317224,-0.0062,-0.008843,0.004097,-0.056742,0.408268,-1.181809,-0.134851,0.101498,0.199089,-0.472695,1.319199,0.069602,0.288971,0.410247,0.00301,0.056107,0.001928,-0.165345,0.47942,-1.303114,-0.084911,0.058861
2.88,0.073291,0.04633,-0.495085,1.203015,0.12925,0.35921,0.320742,0.010711,-0.003161,0.001858,-0.0441,0.42821,-1.20124,-0.136243,0.097748,0.198958,-0.466093,1.317677,0.074141,0.294315,0.400591,0.001888,0.050206,0.00629,-0.158563,0.480788,-1.309426,-0.085496,0.058596
2.9,0.060699,0.031984,-0.50064,1.20813,0.127969,0.3318,0.30575,-0.00302,0.01849,0.002322,-0.047436,0.461717,-1.215466,-0.132007,0.09654,0.195783,-0.464128,1.313692,0.078599,0.30525,0.393646,0.000704,0.042709,0.006591,-0.158815,0.474349,-1.311254,-0.086171,0.058683
2.92,0.063401,0.03113,-0.504667,1.211219,0.12552,0.315309,0.302482,-0.009907,0.026927,0.001472,-0.044402,0.473052,-1.215015,-0.125519,0.096113,0.191498,-0.463895,1.310466,0.082194,0.317023,0.387488,0.000301,0.03654,0.006337,-0.160824,0.468106,-1.311373,-0.087107,0.05878
2.94,0.067555,0.032595,-0.506869,1.212629,0.124187,0.307667,0.30313,-0.011734,0.0273,0.001739,-0.043277,0.478665,-1.212545,-0.12177,0.095617,0.187389,-0.463907,1.308252,0.084816,0.327226,0.381308,0.000142,0.032885,0.005931,-0.162918,0.463997,-1.310875,-0.087907,0.058843
2.96,0.071012,0.034624,-0.508515,1.213172,0.122545,0.302119,0.30353,-0.011992,0.025725,0.001867,-0.043763,0.482249,-1.210037,-0.118881,0.09502,0.183887,-0.463945,1.306434,0.086661,0.335335,0.375316,-5.6e-05,0.031309,0.005395,-0.164604,0.461694,-1.309866,-0.088299,0.058891
2.98,0.073807,0.036871,-0.509519,1.212692,0.120968,0.297696,0.302998,-0.011833,0.024993,0.001831,-0.045577,0.484269,-1.207533,-0.115751,0.094419,0.181008,-0.463998,1.30468,0.087899,0.341387,0.369807,-0.000369,0.030959,0.004788,-0.165829,0.460577,-1.308437,-0.088392,0.058938
3.0,0.076052,0.039227,-0.509733,1.211464,0.119605,0.294293,0.302005,-0.011557,0.025819,0.001709,-0.048341,0.485161,-1.20486,-0.112582,0.0939,0.17868,-0.464131,1.302891,0.088644,0.34553,0.364921,-0.000773,0.030913,0.004188,-0.166659,0.46021,-1.306712,-0.088413,0.058986
3.02,0.077564,0.041553,-0.50961,1.210173,0.118651,0.292203,0.300957,-0.011268,0.02724,0.001608,-0.05161,0.486102,-1.20212,-0.110291,0.093532,0.17682,-0.464329,1.301066,0.08899,0.34794,0.360704,-0.001214,0.030903,0.003671,-0.167187,0.460152,-1.304875,-0.088408,0.059033
3.04,0.078648,0.043665,-0.509152,1.208788,0.117742,0.290794,0.30008,-0.01111,0.028659,0.001343,-0.054663,0.486677,-1.199473,-0.108541,0.093344,0.175349,-0.464535,1.299267,0.089085,0.34886,0.357165,-0.001631,0.030904,0.003289,-0.167501,0.460147,-1.303088,-0.088383,0.059078
3.06,0.078893,0.045288,-0.508717,1.207996,0.11749,0.288722,0.299412,-0.011493,0.029679,0.001124,-0.057028,0.487274,-1.197864,-0.107687,0.093275,0.174198,-0.46478,1.297626,0.089124,0.348971,0.354337,-0.001977,0.030914,0.003051,-0.167675,0.460165,-1.301494,-0.088342,0.059117
3.08,0.079133,0.04707,-0.507793,1.206662,0.117728,0.286438,0.29911,-0.012587,0.030605,0.000923,-0.059244,0.487064,-1.195973,-0.107344,0.093229,0.173311,-0.465087,1.296276,0.089153,0.348943,0.352218,-0.002258,0.03093,0.002941,-0.167766,0.460202,-1.300249,-0.088291,0.059149
3.1,0.079545,0.04889,-0.506602,1.205085,0.117958,0.285303,0.298742,-0.013351,0.031477,0.00087,-0.061379,0.48626,-1.193877,-0.107198,0.093184,0.172634,-0.465402,1.295211,0.08918,0.348767,0.3507,-0.002533,0.030953,0.002889,-0.167821,0.460246,-1.299324,-0.088218,0.059173
3.12,0.079987,0.050516,-0.505474,1.203569,0.118172,0.284916,0.298224,-0.013637,0.032257,0.000913,-0.063279,0.485379,-1.191959,-0.107183,0.093138,0.172116,-0.46568,1.294371,0.089207,0.348334,0.349667,-0.002846,0.03098,0.002847,-0.167869,0.460293,-1.298615,-0.088108,0.059193
